route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible
31-1054,_17HIV-H01J817S-Semaine-00,34989444-_17HIV-H01J817S-Semaine-00,LAURIER,1,4729864,310244,0
31-1054,_17HIV-H01J817S-Semaine-00,34989445-_17HIV-H01J817S-Semaine-00,LAURIER,1,4729685,310244,0
31-1054,_17HIV-H01J817S-Semaine-00,34989446-_17HIV-H01J817S-Semaine-00,LAURIER,1,4729644,310244,0
31-1054,_17HIV-H01J817S-Semaine-00,34989447-_17HIV-H01J817S-Semaine-00,LAURIER,1,4730153,310244,0
31-1054,_17HIV-H01J817S-Semaine-00,34989448-_17HIV-H01J817S-Semaine-00,LAURIER,1,4729685,310244,0
31-1054,_17HIV-H01J817S-Semaine-00,34989449-_17HIV-H01J817S-Semaine-00,LAURIER,1,4730082,310244,0
31-1054,_17HIV-H01J817S-Semaine-00,34989450-_17HIV-H01J817S-Semaine-00,LAURIER,1,4730153,310244,0
31-1054,_17HIV-H01J817S-Semaine-00,34989451-_17HIV-H01J817S-Semaine-00,LAURIER,1,4730027,310244,0
31-1054,_17HIV-H01J817S-Semaine-00,34989452-_17HIV-H01J817S-Semaine-00,LAURIER,1,4730054,310244,0
31-1054,_17HIV-H01J817S-Semaine-00,34989453-_17HIV-H01J817S-Semaine-00,LAURIER,1,4730165,310244,0
31-1054,_17HIV-H01J817S-Semaine-00,34989454-_17HIV-H01J817S-Semaine-00,LAURIER,1,4730074,310244,0
31-1054,_17HIV-H01J817S-Semaine-00,34989455-_17HIV-H01J817S-Semaine-00,LAURIER,1,4730134,310244,0
32-1054,_17HIV-H01J817S-Semaine-00,34989456-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4730055,320086,0
32-1054,_17HIV-H01J817S-Semaine-00,34989457-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4729973,320086,0
32-1054,_17HIV-H01J817S-Semaine-00,34989458-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4729754,320086,0
32-1054,_17HIV-H01J817S-Semaine-00,34989459-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4729726,320086,0
32-1054,_17HIV-H01J817S-Semaine-00,34989460-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4730134,320086,0
32-1054,_17HIV-H01J817S-Semaine-00,34989461-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4729654,320086,0
32-1054,_17HIV-H01J817S-Semaine-00,34989462-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4729926,320086,0
32-1054,_17HIV-H01J817S-Semaine-00,34989463-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4729995,320086,0
32-1054,_17HIV-H01J817S-Semaine-00,34989464-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4730041,320086,0
32-1054,_17HIV-H01J817S-Semaine-00,34989465-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4729726,320086,0
31-1054,_17HIV-H01J817S-Semaine-00,34989466-_17HIV-H01J817S-Semaine-00,LAURIER,1,4730076,310244,0
31-1054,_17HIV-H01J817S-Semaine-00,34989467-_17HIV-H01J817S-Semaine-00,LAURIER,1,4730155,310244,0
31-1054,_17HIV-H01J817S-Semaine-00,34989468-_17HIV-H01J817S-Semaine-00,LAURIER,1,4730038,310244,0
31-1054,_17HIV-H01J817S-Semaine-00,34989469-_17HIV-H01J817S-Semaine-00,LAURIER,1,4730078,310244,0
31-1054,_17HIV-H01J817S-Semaine-00,34989470-_17HIV-H01J817S-Semaine-00,LAURIER,1,4730086,310244,0
31-1054,_17HIV-H01J817S-Semaine-00,34989471-_17HIV-H01J817S-Semaine-00,LAURIER,1,4730183,310244,0
31-1054,_17HIV-H01J817S-Semaine-00,34989472-_17HIV-H01J817S-Semaine-00,LAURIER,1,4729694,310244,0
32-1054,_17HIV-H01J817S-Semaine-00,34989473-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4729694,320089,0
32-1054,_17HIV-H01J817S-Semaine-00,34989474-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4729785,320089,0
32-1054,_17HIV-H01J817S-Semaine-00,34989475-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4729862,320089,0
32-1054,_17HIV-H01J817S-Semaine-00,34989476-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4729730,320089,0
32-1054,_17HIV-H01J817S-Semaine-00,34989477-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4729665,320089,0
32-1054,_17HIV-H01J817S-Semaine-00,34989478-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4729685,320089,0
32-1054,_17HIV-H01J817S-Semaine-00,34989479-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4729860,320089,0
32-1054,_17HIV-H01J817S-Semaine-00,34989480-_17HIV-H01J817S-Semaine-00,ED.LST-LAU,0,4729862,320090,0
31-1054,_17HIV-H01J817S-Semaine-00,34989481-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4729947,310251,0
31-1054,_17HIV-H01J817S-Semaine-00,34989482-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4729940,310251,0
31-1054,_17HIV-H01J817S-Semaine-00,34989483-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4729864,310251,0
31-1054,_17HIV-H01J817S-Semaine-00,34989484-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4729661,310251,0
31-1054,_17HIV-H01J817S-Semaine-00,34989485-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4729644,310251,0
31-1054,_17HIV-H01J817S-Semaine-00,34989486-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4730153,310251,0
31-1054,_17HIV-H01J817S-Semaine-00,34989487-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4730082,310251,0
31-1054,_17HIV-H01J817S-Semaine-00,34989488-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4730063,310251,0
31-1054,_17HIV-H01J817S-Semaine-00,34989489-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4730153,310251,0
31-1054,_17HIV-H01J817S-Semaine-00,34989490-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4730027,310251,0
31-1054,_17HIV-H01J817S-Semaine-00,34989491-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4730054,310251,0
31-1054,_17HIV-H01J817S-Semaine-00,34989492-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4730165,310251,0
31-1054,_17HIV-H01J817S-Semaine-00,34989493-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4730074,310251,0
31-1054,_17HIV-H01J817S-Semaine-00,34989494-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4730045,310251,0
31-1054,_17HIV-H01J817S-Semaine-00,34989495-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4730134,310251,0
31-1054,_17HIV-H01J817S-Semaine-00,34989496-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4730055,310251,0
211-1054,_17HIV-H01J817S-Semaine-00,34989497-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4729664,2110155,0
31-1054,_17HIV-H01J817S-Semaine-00,34989498-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4729754,310251,0
31-1054,_17HIV-H01J817S-Semaine-00,34989499-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4729726,310251,0
31-1054,_17HIV-H01J817S-Semaine-00,34989500-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4730134,310251,0
31-1054,_17HIV-H01J817S-Semaine-00,34989501-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4729863,310251,0
31-1054,_17HIV-H01J817S-Semaine-00,34989502-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4729654,310251,0
211-1054,_17HIV-H01J817S-Semaine-00,34989503-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4730068,2110155,0
31-1054,_17HIV-H01J817S-Semaine-00,34989504-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4729926,310251,0
31-1054,_17HIV-H01J817S-Semaine-00,34989505-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4729995,310251,0
31-1054,_17HIV-H01J817S-Semaine-00,34989506-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4730041,310251,0
31-1054,_17HIV-H01J817S-Semaine-00,34989507-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4729726,310251,0
431-1054,_17HIV-H01J817S-Semaine-00,34989508-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4730155,4310098,0
431-1054,_17HIV-H01J817S-Semaine-00,34989509-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4730038,4310098,0
431-1054,_17HIV-H01J817S-Semaine-00,34989510-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4730078,4310098,0
431-1054,_17HIV-H01J817S-Semaine-00,34989511-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4730086,4310098,0
431-1054,_17HIV-H01J817S-Semaine-00,34989512-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4730183,4310098,0
431-1054,_17HIV-H01J817S-Semaine-00,34989513-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4730167,4310098,0
33-1054,_17HIV-H01J817S-Semaine-00,34989514-_17HIV-H01J817S-Semaine-00,MHISTOIRE,1,4730171,330581,0
233-1054,_17HIV-H01J817S-Semaine-00,34989515-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4729974,2330243,0
33-1054,_17HIV-H01J817S-Semaine-00,34989516-_17HIV-H01J817S-Semaine-00,MHISTOIRE,1,4729771,330582,0
33-1054,_17HIV-H01J817S-Semaine-00,34989517-_17HIV-H01J817S-Semaine-00,MHISTOIRE,1,4729728,330581,0
33-1054,_17HIV-H01J817S-Semaine-00,34989518-_17HIV-H01J817S-Semaine-00,MHISTOIRE,1,4729885,330582,0
33-1054,_17HIV-H01J817S-Semaine-00,34989519-_17HIV-H01J817S-Semaine-00,MHISTOIRE,1,4729671,330583,0
33-1054,_17HIV-H01J817S-Semaine-00,34989520-_17HIV-H01J817S-Semaine-00,MHISTOIRE,1,4729936,330582,0
33-1054,_17HIV-H01J817S-Semaine-00,34989521-_17HIV-H01J817S-Semaine-00,MHISTOIRE,1,4729821,330582,0
33-1054,_17HIV-H01J817S-Semaine-00,34989522-_17HIV-H01J817S-Semaine-00,MHISTOIRE,1,4729762,330581,0
433-1054,_17HIV-H01J817S-Semaine-00,34989523-_17HIV-H01J817S-Semaine-00,CEGEP GROY,1,4729802,4330113,0
33-1054,_17HIV-H01J817S-Semaine-00,34989524-_17HIV-H01J817S-Semaine-00,MHISTOIRE,1,4729954,330581,0
33-1054,_17HIV-H01J817S-Semaine-00,34989525-_17HIV-H01J817S-Semaine-00,MHISTOIRE,1,4730064,330581,0
33-1054,_17HIV-H01J817S-Semaine-00,34989526-_17HIV-H01J817S-Semaine-00,MHISTOIRE,1,4730026,330581,0
33-1054,_17HIV-H01J817S-Semaine-00,34989527-_17HIV-H01J817S-Semaine-00,MHISTOIRE,1,4730119,330581,0
33-1054,_17HIV-H01J817S-Semaine-00,34989528-_17HIV-H01J817S-Semaine-00,MHISTOIRE,1,4730002,330581,0
33-1054,_17HIV-H01J817S-Semaine-00,34989529-_17HIV-H01J817S-Semaine-00,MHISTOIRE,1,4730059,330581,0
33-1054,_17HIV-H01J817S-Semaine-00,34989530-_17HIV-H01J817S-Semaine-00,MHISTOIRE,1,4729982,330581,0
33-1054,_17HIV-H01J817S-Semaine-00,34989531-_17HIV-H01J817S-Semaine-00,MHISTOIRE,1,4730053,330581,0
233-1054,_17HIV-H01J817S-Semaine-00,34989532-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4730037,2330245,0
233-1054,_17HIV-H01J817S-Semaine-00,34989533-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4730081,2330245,0
233-1054,_17HIV-H01J817S-Semaine-00,34989534-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4730065,2330245,0
233-1054,_17HIV-H01J817S-Semaine-00,34989535-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4730076,2330245,0
233-1054,_17HIV-H01J817S-Semaine-00,34989536-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4729986,2330246,0
233-1054,_17HIV-H01J817S-Semaine-00,34989537-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4730044,2330245,0
233-1054,_17HIV-H01J817S-Semaine-00,34989538-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4729741,2330246,0
233-1054,_17HIV-H01J817S-Semaine-00,34989539-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4730100,2330245,0
33-1054,_17HIV-H01J817S-Semaine-00,34989540-_17HIV-H01J817S-Semaine-00,MHISTOIRE,1,4730062,330581,0
33-1054,_17HIV-H01J817S-Semaine-00,34989541-_17HIV-H01J817S-Semaine-00,MHISTOIRE,1,4730020,330581,0
33-1054,_17HIV-H01J817S-Semaine-00,34989542-_17HIV-H01J817S-Semaine-00,MHISTOIRE,1,4729679,330581,0
33-1054,_17HIV-H01J817S-Semaine-00,34989543-_17HIV-H01J817S-Semaine-00,MHISTOIRE,1,4729761,330581,0
33-1054,_17HIV-H01J817S-Semaine-00,34989544-_17HIV-H01J817S-Semaine-00,MHISTOIRE,1,4730088,330581,0
33-1054,_17HIV-H01J817S-Semaine-00,34989545-_17HIV-H01J817S-Semaine-00,MHISTOIRE,1,4730167,330585,0
233-1054,_17HIV-H01J817S-Semaine-00,34989546-_17HIV-H01J817S-Semaine-00,LA CITÉ,0,4729771,2330247,0
233-1054,_17HIV-H01J817S-Semaine-00,34989547-_17HIV-H01J817S-Semaine-00,FREEMAN,0,4729661,2330244,0
233-1054,_17HIV-H01J817S-Semaine-00,34989548-_17HIV-H01J817S-Semaine-00,LA CITÉ,0,4729869,2330247,0
233-1054,_17HIV-H01J817S-Semaine-00,34989549-_17HIV-H01J817S-Semaine-00,FREEMAN,0,4729891,2330244,0
233-1054,_17HIV-H01J817S-Semaine-00,34989550-_17HIV-H01J817S-Semaine-00,LA CITÉ,0,4729670,2330247,0
233-1054,_17HIV-H01J817S-Semaine-00,34989551-_17HIV-H01J817S-Semaine-00,FREEMAN,0,4729696,2330244,0
233-1054,_17HIV-H01J817S-Semaine-00,34989552-_17HIV-H01J817S-Semaine-00,LA CITÉ,0,4729818,2330247,0
233-1054,_17HIV-H01J817S-Semaine-00,34989553-_17HIV-H01J817S-Semaine-00,FREEMAN,0,4729821,2330244,0
33-1054,_17HIV-H01J817S-Semaine-00,34989554-_17HIV-H01J817S-Semaine-00,LA CITÉ,0,4729936,330584,0
33-1054,_17HIV-H01J817S-Semaine-00,34989555-_17HIV-H01J817S-Semaine-00,LA CITÉ,0,4729696,330584,0
33-1054,_17HIV-H01J817S-Semaine-00,34989556-_17HIV-H01J817S-Semaine-00,LA CITÉ,0,4729694,330584,0
33-1054,_17HIV-H01J817S-Semaine-00,34989557-_17HIV-H01J817S-Semaine-00,LA CITÉ,0,4730091,330584,0
33-1054,_17HIV-H01J817S-Semaine-00,34989558-_17HIV-H01J817S-Semaine-00,LA CITÉ,0,4730061,330584,0
33-1054,_17HIV-H01J817S-Semaine-00,34989559-_17HIV-H01J817S-Semaine-00,LA CITÉ,0,4730042,330584,0
33-1054,_17HIV-H01J817S-Semaine-00,34989560-_17HIV-H01J817S-Semaine-00,LA CITÉ,0,4730119,330584,0
33-1054,_17HIV-H01J817S-Semaine-00,34989561-_17HIV-H01J817S-Semaine-00,LA CITÉ,0,4730071,330584,0
33-1054,_17HIV-H01J817S-Semaine-00,34989562-_17HIV-H01J817S-Semaine-00,LA CITÉ,0,4730079,330584,0
33-1054,_17HIV-H01J817S-Semaine-00,34989563-_17HIV-H01J817S-Semaine-00,LA CITÉ,0,4730131,330584,0
33-1054,_17HIV-H01J817S-Semaine-00,34989564-_17HIV-H01J817S-Semaine-00,FREEMAN,0,4729636,330586,0
33-1054,_17HIV-H01J817S-Semaine-00,34989565-_17HIV-H01J817S-Semaine-00,LA CITÉ,0,4729731,330584,0
33-1054,_17HIV-H01J817S-Semaine-00,34989566-_17HIV-H01J817S-Semaine-00,FREEMAN,0,4729800,330586,0
33-1054,_17HIV-H01J817S-Semaine-00,34989567-_17HIV-H01J817S-Semaine-00,LA CITÉ,0,4729740,330584,0
33-1054,_17HIV-H01J817S-Semaine-00,34989568-_17HIV-H01J817S-Semaine-00,LA CITÉ,0,4729752,330584,0
33-1054,_17HIV-H01J817S-Semaine-00,34989569-_17HIV-H01J817S-Semaine-00,FREEMAN,0,4729986,330586,0
33-1054,_17HIV-H01J817S-Semaine-00,34989570-_17HIV-H01J817S-Semaine-00,LA CITÉ,0,4730150,330584,0
33-1054,_17HIV-H01J817S-Semaine-00,34989571-_17HIV-H01J817S-Semaine-00,FREEMAN,0,4729903,330586,0
33-1054,_17HIV-H01J817S-Semaine-00,34989572-_17HIV-H01J817S-Semaine-00,LA CITÉ,0,4730100,330584,0
33-1054,_17HIV-H01J817S-Semaine-00,34989573-_17HIV-H01J817S-Semaine-00,LA CITÉ,0,4730076,330587,0
33-1054,_17HIV-H01J817S-Semaine-00,34989574-_17HIV-H01J817S-Semaine-00,LA CITÉ,0,4730041,330584,0
33-1054,_17HIV-H01J817S-Semaine-00,34989575-_17HIV-H01J817S-Semaine-00,LA CITÉ,0,4729652,330584,0
33-1054,_17HIV-H01J817S-Semaine-00,34989576-_17HIV-H01J817S-Semaine-00,LA CITÉ,0,4729708,330584,0
33-1054,_17HIV-H01J817S-Semaine-00,34989577-_17HIV-H01J817S-Semaine-00,LA CITÉ,0,4730182,330584,0
33-1054,_17HIV-H01J817S-Semaine-00,34989578-_17HIV-H01J817S-Semaine-00,FREEMAN,0,4730185,330586,0
433-1054,_17HIV-H01J817S-Semaine-00,34989579-_17HIV-H01J817S-Semaine-00,CEGEP GROY,1,4729738,4330113,0
33-1054,_17HIV-H01J817S-Semaine-00,34989580-_17HIV-H01J817S-Semaine-00,MHISTOIRE,1,4729644,330582,0
33-1054,_17HIV-H01J817S-Semaine-00,34989581-_17HIV-H01J817S-Semaine-00,LA CITÉ,0,4730127,330584,0
35-1054,_17HIV-H01J817S-Semaine-00,34989582-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4729730,350216,0
435-1054,_17HIV-H01J817S-Semaine-00,34989583-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4729869,4350028,0
235-1054,_17HIV-H01J817S-Semaine-00,34989584-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4729891,2350133,0
435-1054,_17HIV-H01J817S-Semaine-00,34989585-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4729683,4350028,0
235-1054,_17HIV-H01J817S-Semaine-00,34989586-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4729670,2350133,0
435-1054,_17HIV-H01J817S-Semaine-00,34989587-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4729738,4350028,0
235-1054,_17HIV-H01J817S-Semaine-00,34989588-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4729818,2350133,0
435-1054,_17HIV-H01J817S-Semaine-00,34989589-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4729742,4350028,0
435-1054,_17HIV-H01J817S-Semaine-00,34989590-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4729730,4350028,0
35-1054,_17HIV-H01J817S-Semaine-00,34989591-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4729936,350216,0
35-1054,_17HIV-H01J817S-Semaine-00,34989592-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4729830,350216,0
35-1054,_17HIV-H01J817S-Semaine-00,34989593-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4729696,350216,0
35-1054,_17HIV-H01J817S-Semaine-00,34989594-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4729694,350216,0
35-1054,_17HIV-H01J817S-Semaine-00,34989595-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4730064,350216,0
35-1054,_17HIV-H01J817S-Semaine-00,34989596-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4730042,350216,0
35-1054,_17HIV-H01J817S-Semaine-00,34989597-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4730119,350216,0
35-1054,_17HIV-H01J817S-Semaine-00,34989598-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4730071,350216,0
35-1054,_17HIV-H01J817S-Semaine-00,34989599-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4730127,350216,0
35-1054,_17HIV-H01J817S-Semaine-00,34989600-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4730131,350216,0
35-1054,_17HIV-H01J817S-Semaine-00,34989601-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4730154,350216,0
35-1054,_17HIV-H01J817S-Semaine-00,34989602-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4730053,350216,0
35-1054,_17HIV-H01J817S-Semaine-00,34989603-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4730112,350216,0
35-1054,_17HIV-H01J817S-Semaine-00,34989604-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4730055,350216,0
35-1054,_17HIV-H01J817S-Semaine-00,34989605-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4729903,350216,0
35-1054,_17HIV-H01J817S-Semaine-00,34989606-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4730167,350216,0
35-1054,_17HIV-H01J817S-Semaine-00,34989607-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4730041,350216,0
35-1054,_17HIV-H01J817S-Semaine-00,34989608-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4729652,350216,0
35-1054,_17HIV-H01J817S-Semaine-00,34989609-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4729708,350216,0
35-1054,_17HIV-H01J817S-Semaine-00,34989610-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4730182,350216,0
35-1054,_17HIV-H01J817S-Semaine-00,34989611-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4730185,350216,0
35-1054,_17HIV-H01J817S-Semaine-00,34989612-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4730037,350218,0
35-1054,_17HIV-H01J817S-Semaine-00,34989613-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4730053,350218,0
35-1054,_17HIV-H01J817S-Semaine-00,34989614-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4729982,350218,0
35-1054,_17HIV-H01J817S-Semaine-00,34989615-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4730002,350218,0
35-1054,_17HIV-H01J817S-Semaine-00,34989616-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4730026,350218,0
35-1054,_17HIV-H01J817S-Semaine-00,34989617-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4730064,350218,0
35-1054,_17HIV-H01J817S-Semaine-00,34989618-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4729844,350218,0
35-1054,_17HIV-H01J817S-Semaine-00,34989619-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4729704,350218,0
35-1054,_17HIV-H01J817S-Semaine-00,34989620-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4729762,350218,0
35-1054,_17HIV-H01J817S-Semaine-00,34989621-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4729742,350218,0
35-1054,_17HIV-H01J817S-Semaine-00,34989622-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4729865,350218,0
35-1054,_17HIV-H01J817S-Semaine-00,34989623-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4729738,350218,0
35-1054,_17HIV-H01J817S-Semaine-00,34989624-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4729644,350218,0
35-1054,_17HIV-H01J817S-Semaine-00,34989625-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4729730,350218,0
35-1054,_17HIV-H01J817S-Semaine-00,34989626-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4729822,350218,0
35-1054,_17HIV-H01J817S-Semaine-00,34989627-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4729885,350218,0
35-1054,_17HIV-H01J817S-Semaine-00,34989628-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4730001,350218,0
35-1054,_17HIV-H01J817S-Semaine-00,34989629-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4730081,350218,0
35-1054,_17HIV-H01J817S-Semaine-00,34989630-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4729974,350218,0
235-1054,_17HIV-H01J817S-Semaine-00,34989631-_17HIV-H01J817S-Semaine-00,GALÈNE,0,4730065,2350134,0
35-1054,_17HIV-H01J817S-Semaine-00,34989632-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4730112,350218,0
235-1054,_17HIV-H01J817S-Semaine-00,34989633-_17HIV-H01J817S-Semaine-00,GALÈNE,0,4730076,2350134,0
35-1054,_17HIV-H01J817S-Semaine-00,34989634-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4730055,350218,0
35-1054,_17HIV-H01J817S-Semaine-00,34989635-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4729741,350218,0
35-1054,_17HIV-H01J817S-Semaine-00,34989636-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4730155,350218,0
235-1054,_17HIV-H01J817S-Semaine-00,34989637-_17HIV-H01J817S-Semaine-00,GALÈNE,0,4730062,2350134,0
35-1054,_17HIV-H01J817S-Semaine-00,34989638-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4730167,350218,0
235-1054,_17HIV-H01J817S-Semaine-00,34989639-_17HIV-H01J817S-Semaine-00,GALÈNE,0,4730020,2350134,0
235-1054,_17HIV-H01J817S-Semaine-00,34989640-_17HIV-H01J817S-Semaine-00,GALÈNE,0,4729679,2350134,0
235-1054,_17HIV-H01J817S-Semaine-00,34989641-_17HIV-H01J817S-Semaine-00,GALÈNE,0,4729761,2350134,0
235-1054,_17HIV-H01J817S-Semaine-00,34989642-_17HIV-H01J817S-Semaine-00,GALÈNE,0,4730088,2350134,0
35-1054,_17HIV-H01J817S-Semaine-00,34989643-_17HIV-H01J817S-Semaine-00,CEGEP GROY,0,4730078,350218,0
435-1054,_17HIV-H01J817S-Semaine-00,34989644-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4729822,4350028,0
237-1054,_17HIV-H01J817S-Semaine-00,34989645-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4730078,2370219,0
37-1054,_17HIV-H01J817S-Semaine-00,34989646-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4730004,370382,0
38-1054,_17HIV-H01J817S-Semaine-00,34989647-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4729827,380190,0
37-1054,_17HIV-H01J817S-Semaine-00,34989648-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4729846,370382,0
217-1054,_17HIV-H01J817S-Semaine-00,34989649-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4729987,2170159,0
37-1054,_17HIV-H01J817S-Semaine-00,34989650-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4729827,370382,0
37-1054,_17HIV-H01J817S-Semaine-00,34989651-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4729785,370382,0
38-1054,_17HIV-H01J817S-Semaine-00,34989652-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4729686,380190,0
238-1054,_17HIV-H01J817S-Semaine-00,34989653-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4729731,2380148,0
237-1054,_17HIV-H01J817S-Semaine-00,34989654-_17HIV-H01J817S-Semaine-00,OTTAWA,1,4730165,2370219,0
